instance_id,state_x,state_y,h_star,mu,sigma,error,abs_error,rel_error,grid_size
1,25,30,9.0,7.001287937164307,0.13515036162249203,-1.9987120628356934,1.9987120628356934,-0.2220790934174,32
1,26,27,9.0,8.98850154876709,0.22461414764751625,-0.011498451232910156,0.011498451232910156,-0.0012776055505894007,32
1,27,26,9.0,9.058065414428711,0.41333275652590296,0.05806541442871094,0.05806541442871094,0.006451711997444327,32
1,28,25,9.0,9.172677040100098,0.8426255718644381,0.17267704010009766,0.17267704010009766,0.019186335657084667,32
1,29,24,9.0,9.317212104797363,1.4259214337209356,0.3172121047973633,0.3172121047973633,0.03524578550573087,32
1,31,22,9.0,9.668286323547363,2.2817935569398102,0.6682863235473633,0.6682863235473633,0.07425402769925951,32
1,23,29,10.0,9.966387748718262,0.14260601010627189,-0.03361225128173828,0.03361225128173828,-0.0033612247920513493,32
1,24,30,10.0,7.994519233703613,0.1392879493925053,-2.0054807662963867,2.0054807662963867,-0.20054805657483302,32
1,24,28,10.0,9.960967063903809,0.16973398631835696,-0.039032936096191406,0.039032936096191406,-0.003903293219289819,32
1,25,31,10.0,6.1052045822143555,0.15456957387919842,-3.8947954177856445,3.8947954177856445,-0.3894795028306142,32
1,25,27,10.0,9.970526695251465,0.2150594715462717,-0.029473304748535156,0.029473304748535156,-0.0029473301801204977,32
1,26,26,10.0,9.998174667358398,0.34021311295429507,-0.0018253326416015625,0.0018253326416015625,-0.00018253324590683168,32
1,27,25,10.0,10.13181209564209,0.6857742803692585,0.13181209564208984,0.13181209564208984,0.01318120824608816,32
1,28,24,10.0,10.276028633117676,1.3559504750090585,0.2760286331176758,0.2760286331176758,0.027602860551481524,32
1,29,23,10.0,10.348956108093262,2.01172653345405,0.3489561080932617,0.3489561080932617,0.034895607319765445,32
1,30,22,10.0,10.36351490020752,2.580286128381029,0.36351490020751953,0.36351490020751953,0.036351486385603315,32
1,31,21,10.0,10.647539138793945,2.696501737918567,0.6475391387939453,0.6475391387939453,0.0647539074040038,32
1,23,30,11.0,9.001182556152344,0.14472978325535968,-1.9988174438476562,1.9988174438476562,-0.18171066019427237,32
1,24,27,11.0,10.953702926635742,0.21052379128068005,-0.04629707336425781,0.04629707336425781,-0.004208824468675759,32
1,24,31,11.0,7.085741996765137,0.1618617061961618,-3.9142580032348633,3.9142580032348633,-0.3558416043084781,32
1,25,26,11.0,10.979209899902344,0.2933218946839607,-0.02079010009765625,0.02079010009765625,-0.0018900089279679385,32
1,26,25,11.0,11.087419509887695,0.5554319174592358,0.08741950988769531,0.08741950988769531,0.007947227449133443,32
1,27,24,11.0,11.210206985473633,1.1080040262840893,0.2102069854736328,0.2102069854736328,0.019109724214900783,32
1,28,23,11.0,11.336277961730957,1.9874849176319962,0.33627796173095703,0.33627796173095703,0.030570721014566912,32
1,29,22,11.0,11.35561466217041,2.5395721710890116,0.35561466217041016,0.35561466217041016,0.03232860271289159,32
1,30,21,11.0,11.35180377960205,3.033699810450065,0.3518037796020508,0.3518037796020508,0.03198215887453563,32
1,22,30,12.0,10.011863708496094,0.142443090613004,-1.9881362915039062,1.9881362915039062,-0.16567801048549133,32
1,23,31,12.0,8.070263862609863,0.15931770357429625,-3.9297361373901367,3.9297361373901367,-0.3274779841593461,32
1,24,26,12.0,11.975595474243164,0.26921184166085776,-0.024404525756835938,0.024404525756835938,-0.002033710310260469,32
1,25,25,12.0,12.027750015258789,0.4435225471160905,0.027750015258789062,0.027750015258789062,0.002312501078857332,32
1,26,24,12.0,12.153959274291992,0.8834219006905901,0.1539592742919922,0.1539592742919922,0.012829938455171145,32
1,27,23,12.0,12.27874755859375,1.7323896859047783,0.27874755859375,0.27874755859375,0.02322896128039906,32
1,28,22,12.0,12.3477144241333,2.4995000374448324,0.3477144241333008,0.3477144241333008,0.0289761995964251,32
1,29,21,12.0,12.353732109069824,3.0470150676496623,0.3537321090698242,0.3537321090698242,0.029477673299345912,32
1,30,20,12.0,12.331052780151367,3.5008464753432427,0.3310527801513672,0.3310527801513672,0.027587729380303152,32
1,21,30,13.0,11.000174522399902,0.13893730768168647,-1.9998254776000977,1.9998254776000977,-0.15383271721287542,32
1,22,31,13.0,9.060748100280762,0.15261168153722784,-3.9392518997192383,3.9392518997192383,-0.3030193535922988,32
1,26,23,13.0,13.2228364944458,1.3563468788620183,0.22283649444580078,0.22283649444580078,0.017141267484964102,32
1,27,22,13.0,13.337668418884277,2.417858227222968,0.33766841888427734,0.33766841888427734,0.0259744917622912,32
1,28,21,13.0,13.355661392211914,3.06038949669736,0.35566139221191406,0.35566139221191406,0.02735856652718058,32
1,29,20,13.0,13.332979202270508,3.516211254624566,0.3329792022705078,0.3329792022705078,0.025613782819748077,32
1,30,19,13.0,13.311980247497559,3.995843202911166,0.3119802474975586,0.3119802474975586,0.023998478730698453,32
1,20,30,14.0,11.988640785217285,0.14290874329185135,-2.011359214782715,2.011359214782715,-0.14366850507958642,32
1,21,31,14.0,10.047818183898926,0.15515223480421073,-3.952181816101074,3.952181816101074,-0.28229868098588523,32
1,21,29,14.0,11.992627143859863,0.1390337024155874,-2.0073728561401367,2.0073728561401367,-0.1433837651968837,32
1,26,22,14.0,14.295421600341797,2.036830222290547,0.2954216003417969,0.2954216003417969,0.021101541374303964,32
1,27,21,14.0,14.349512100219727,3.020216987842904,0.34951210021972656,0.34951210021972656,0.024965148232469883,32
1,29,19,14.0,14.321002960205078,4.1582075918304175,0.3210029602050781,0.3210029602050781,0.022928781234021207,32
1,31,19,14.0,12.61117172241211,3.525937154144007,-1.3888282775878906,1.3888282775878906,-0.09920201274184842,32
1,30,18,14.0,14.305423736572266,4.733540456057916,0.3054237365722656,0.3054237365722656,0.021815979625449,32
1,19,30,15.0,12.97732925415039,0.14759869697706457,-2.0226707458496094,2.0226707458496094,-0.1348447074003268,32
1,20,31,15.0,11.033352851867676,0.16293591927954995,-3.966647148132324,3.966647148132324,-0.2644431255792799,32
1,20,29,15.0,12.979991912841797,0.13726562793277508,-2.020008087158203,2.020008087158203,-0.13466719683273376,32
1,21,28,15.0,12.9756441116333,0.1592486820635954,-2.024355888366699,2.024355888366699,-0.13495705022730994,32
1,25,22,15.0,15.243769645690918,1.6452883953556536,0.24376964569091797,0.24376964569091797,0.01625130862930729,32
1,26,21,15.0,15.354203224182129,2.990902239492138,0.3542032241821289,0.3542032241821289,0.023613546704572146,32
1,28,19,15.0,15.333342552185059,4.336719314895995,0.3333425521850586,0.3333425521850586,0.022222835330814886,32
1,29,18,15.0,15.315686225891113,4.992765808605367,0.3156862258911133,0.3156862258911133,0.021045746989691087,32
1,31,18,15.0,13.58716869354248,3.9859589743676214,-1.4128313064575195,1.4128313064575195,-0.0941887474845848,32
1,30,17,15.0,15.26773452758789,5.490599787042797,0.2677345275878906,0.2677345275878906,0.01784896731592822,32
1,18,30,16.0,13.962653160095215,0.15830885757306548,-2.037346839904785,2.037346839904785,-0.12733416953566346,32
1,19,29,16.0,13.967720031738281,0.1417783978540299,-2.0322799682617188,2.0322799682617188,-0.12701749007776428,32
1,20,28,16.0,13.953836441040039,0.14977393302899705,-2.046163558959961,2.046163558959961,-0.12788521444217166,32
1,22,28,16.0,11.967595100402832,0.1636274208900106,-4.032404899597168,4.032404899597168,-0.25202529047324235,32
1,24,22,16.0,16.192602157592773,1.3243888957738672,0.19260215759277344,0.19260215759277344,0.012037634097196208,32
1,25,21,16.0,16.325157165527344,2.6053396293069215,0.32515716552734375,0.32515716552734375,0.020322321575313884,32
1,26,20,16.0,16.37042999267578,3.8130420360635067,0.37042999267578125,0.37042999267578125,0.023151873095244257,32
1,28,18,16.0,16.32697105407715,5.243101856208585,0.32697105407714844,0.32697105407714844,0.020435689602591175,32
1,29,17,16.0,16.286945343017578,5.842836322234935,0.2869453430175781,0.2869453430175781,0.017934082817718456,32
1,31,17,16.0,14.569708824157715,4.5539393129233865,-1.4302911758422852,1.4302911758422852,-0.08939319290306826,32
1,30,16,16.0,16.265262603759766,5.842467178102016,0.2652626037597656,0.2652626037597656,0.016578911698803368,32
1,17,30,17.0,14.946362495422363,0.17291023190372687,-2.0536375045776367,2.0536375045776367,-0.12080219904561397,32
1,18,29,17.0,14.951891899108887,0.14713589779850092,-2.0481081008911133,2.0481081008911133,-0.12047694002436313,32
1,19,28,17.0,14.945455551147461,0.14816818607362275,-2.054544448852539,2.054544448852539,-0.1208555487057053,32
1,20,27,17.0,14.959172248840332,0.17329514476591926,-2.040827751159668,2.040827751159668,-0.12004868418299904,32
1,22,27,17.0,12.955729484558105,0.19727503082184225,-4.0442705154418945,4.0442705154418945,-0.23789825162021427,32
1,24,21,17.0,17.2740478515625,2.09718580680972,0.2740478515625,0.2740478515625,0.01612046090835524,32
1,25,20,17.0,17.3836727142334,3.826947013387362,0.38367271423339844,0.38367271423339844,0.02256898186261274,32
1,26,19,17.0,17.36423683166504,4.608407979901835,0.36423683166503906,0.36423683166503906,0.02142569471996143,32
1,27,18,17.0,17.340593338012695,5.442568283988708,0.3405933380126953,0.3405933380126953,0.020034901057517308,32
1,28,17,17.0,17.305654525756836,6.233327368833313,0.30565452575683594,0.30565452575683594,0.017979676928068174,32
1,29,16,17.0,17.25990104675293,6.444203948623282,0.2599010467529297,0.2599010467529297,0.015288295968507865,32
1,31,16,17.0,15.580634117126465,4.712090061423457,-1.4193658828735352,1.4193658828735352,-0.08349210584596642,32
1,30,15,17.0,17.278989791870117,5.831933426352603,0.2789897918701172,0.2789897918701172,0.016411163262291407,32
1,17,31,18.0,14.012276649475098,0.20277282177883146,-3.9877233505249023,3.9877233505249023,-0.2215401738324849,32
1,17,29,18.0,15.932416915893555,0.15960179425026416,-2.0675830841064453,2.0675830841064453,-0.1148657205133736,32
1,18,28,18.0,15.940847396850586,0.1501762151619694,-2.059152603149414,2.059152603149414,-0.11439736048622519,32
1,19,27,18.0,15.946877479553223,0.16373536316456663,-2.0531225204467773,2.0531225204467773,-0.11406235591024563,32
1,20,26,18.0,15.967419624328613,0.2080525126455929,-2.0325803756713867,2.0325803756713867,-0.11292112570834782,32
1,22,26,18.0,13.972673416137695,0.23951102577102082,-4.027326583862305,4.027326583862305,-0.2237403533401084,32
1,23,21,18.0,18.22287940979004,1.6881479654016267,0.22287940979003906,0.22287940979003906,0.012382188744880573,32
1,24,20,18.0,18.355493545532227,3.320919441882757,0.35549354553222656,0.35549354553222656,0.01974964032125479,32
1,25,19,18.0,18.382171630859375,4.697629902530545,0.382171630859375,0.382171630859375,0.02123175609042327,32
1,26,18,18.0,18.357192993164062,5.593144453972494,0.3571929931640625,0.3571929931640625,0.0198440540733338,32
1,27,17,18.0,18.32670021057129,6.55567312683176,0.32670021057128906,0.32670021057128906,0.01815001069007102,32
1,28,16,18.0,18.272733688354492,6.942109004076945,0.2727336883544922,0.2727336883544922,0.015151870733478968,32
1,29,15,18.0,18.260812759399414,6.469101947283635,0.26081275939941406,0.26081275939941406,0.014489596939434284,32
1,31,15,18.0,16.587799072265625,4.637573931970577,-1.412200927734375,1.412200927734375,-0.07845560273770956,32
1,30,14,18.0,18.281755447387695,5.701312606696596,0.2817554473876953,0.2817554473876953,0.015653079540811986,32
1,16,29,19.0,16.921955108642578,0.17769007119332952,-2.078044891357422,2.078044891357422,-0.10937077799929704,32
1,17,28,19.0,16.93448257446289,0.1635312070352419,-2.0655174255371094,2.0655174255371094,-0.10871143772766692,32
1,18,27,19.0,16.942873001098633,0.17145402362417048,-2.057126998901367,2.057126998901367,-0.10826983634902794,32
1,19,26,19.0,16.956811904907227,0.20158894281318124,-2.0431880950927734,2.0431880950927734,-0.10753620987139807,32
1,21,26,19.0,14.982848167419434,0.2263761150887589,-4.017151832580566,4.017151832580566,-0.21142903269218596,32
1,20,25,19.0,16.98853874206543,0.27460932060763277,-2.0114612579345703,2.0114612579345703,-0.10586637642464178,32
1,22,25,19.0,14.990972518920898,0.2942139550353022,-4.009027481079102,4.009027481079102,-0.21100143526724557,32
1,23,20,19.0,19.30432891845703,2.6732041195225205,0.30432891845703125,0.30432891845703125,0.016017310654722134,32
1,24,19,19.0,19.401060104370117,4.784557609784501,0.4010601043701172,0.4010601043701172,0.02110842543482588,32
1,25,18,19.0,19.375606536865234,5.684937586237084,0.3756065368652344,0.3756065368652344,0.019768764057708964,32
1,26,17,19.0,19.35111427307129,6.745096933688936,0.35111427307128906,0.35111427307128906,0.01847969761008376,32
1,29,14,19.0,19.262699127197266,6.428091736191386,0.2626991271972656,0.2626991271972656,0.013826269124789289,32
1,31,14,19.0,17.59105682373047,4.533705419052192,-1.4089431762695312,1.4089431762695312,-0.07415490011129637,32
1,30,13,19.0,19.28518295288086,5.6159819634284815,0.2851829528808594,0.2851829528808594,0.01500962830901216,32
1,15,29,20.0,17.912363052368164,0.20826301266539668,-2.087636947631836,2.087636947631836,-0.10438184216249968,32
1,16,28,20.0,17.92673110961914,0.18331285807473852,-2.0732688903808594,2.0732688903808594,-0.103663439335871,32
1,17,27,20.0,17.938499450683594,0.18135194587569314,-2.0615005493164062,2.0615005493164062,-0.10307502231206919,32
1,19,25,20.0,17.969646453857422,0.2581661665505546,-2.030353546142578,2.030353546142578,-0.10151767223124529,32
1,23,25,20.0,13.98068618774414,0.310524201560057,-6.019313812255859,6.019313812255859,-0.30096567556450915,32
1,22,24,20.0,16.018085479736328,0.3749972783924245,-3.981914520263672,3.981914520263672,-0.1990957160583978,32
1,22,20,20.0,20.26706886291504,2.251022234460879,0.26706886291503906,0.26706886291503906,0.01335344247807983,32
1,24,18,20.0,20.39337158203125,5.791406573466434,0.39337158203125,0.39337158203125,0.019668578118133592,32
1,25,17,20.0,20.36932373046875,6.865680288800587,0.36932373046875,0.36932373046875,0.018466185600128217,32
1,26,16,20.0,20.318950653076172,7.598151449174503,0.3189506530761719,0.3189506530761719,0.015947531856432,32
1,28,14,20.0,20.26542091369629,7.137018244916723,0.26542091369628906,0.26542091369628906,0.0132710450212622,32
1,29,13,20.0,20.26654052734375,6.269993859926069,0.26654052734375,0.26654052734375,0.013327025700836215,32
1,31,13,20.0,18.599483489990234,4.699384153514834,-1.4005165100097656,1.4005165100097656,-0.07002582199919717,32
1,30,12,20.0,20.298688888549805,6.114151502755551,0.2986888885498047,0.2986888885498047,0.01493444368076805,32
1,14,29,21.0,18.902799606323242,0.24609339095752075,-2.097200393676758,2.097200393676758,-0.09986668065762272,32
1,15,30,21.0,16.914459228515625,0.2153570674678448,-4.085540771484375,4.085540771484375,-0.19454955128261064,32
1,15,28,21.0,18.91908073425293,0.2122963667539969,-2.0809192657470703,2.0809192657470703,-0.09909138888836577,32
1,16,27,21.0,18.931753158569336,0.20476367760695774,-2.068246841430664,2.068246841430664,-0.09848794014012971,32
1,17,26,21.0,18.944820404052734,0.21233458481920775,-2.0551795959472656,2.0551795959472656,-0.09786569038483692,32
1,18,25,21.0,18.958524703979492,0.2506532835641469,-2.041475296020508,2.041475296020508,-0.09721310470511443,32
1,19,24,21.0,18.99277114868164,0.3369599479679926,-2.0072288513183594,2.0072288513183594,-0.09558232170171607,32
1,21,20,21.0,21.24615478515625,1.970361314294747,0.24615478515625,0.24615478515625,0.011721655877837816,32
1,23,24,21.0,15.002046585083008,0.4241824670852492,-5.997953414916992,5.997953414916992,-0.28561681568096076,32
1,21,24,21.0,17.034141540527344,0.3693728644746421,-3.9658584594726562,3.9658584594726562,-0.18885039383915533,32
1,22,23,21.0,17.057907104492188,0.5779795336982734,-3.9420928955078125,3.9420928955078125,-0.1877187003709101,32
1,23,18,21.0,21.412410736083984,5.92680184019991,0.4124107360839844,0.4124107360839844,0.019638605545018038,32
1,24,17,21.0,21.38676643371582,6.990052371427349,0.3867664337158203,0.3867664337158203,0.018417448347541523,32
1,25,16,21.0,21.34566307067871,7.762766804324759,0.34566307067871094,0.34566307067871094,0.01646014543897931,32
1,27,14,21.0,21.273447036743164,7.710060285676875,0.27344703674316406,0.27344703674316406,0.013021286843898914,32
1,28,13,21.0,21.27069091796875,6.933699432256078,0.27069091796875,0.27069091796875,0.012890043098986042,32
1,29,12,21.0,21.277484893798828,6.477831386523055,0.2774848937988281,0.2774848937988281,0.013213565742155351,32
1,31,12,21.0,19.612627029418945,5.139048167102155,-1.3873729705810547,1.3873729705810547,-0.06606537640550848,32
1,30,11,21.0,21.30990982055664,6.350851786286982,0.3099098205566406,0.3099098205566406,0.014757609799953848,32
1,13,29,22.0,19.893232345581055,0.2907954448523825,-2.1067676544189453,2.1067676544189453,-0.09576216175712653,32
1,14,30,22.0,17.901100158691406,0.25198399228967666,-4.098899841308594,4.098899841308594,-0.1863136206815897,32
1,14,28,22.0,19.911605834960938,0.2483992773148995,-2.0883941650390625,2.0883941650390625,-0.09492700318691179,32
1,15,27,22.0,19.925678253173828,0.24091729526381722,-2.074321746826172,2.074321746826172,-0.09428734784267381,32
1,16,26,22.0,19.940004348754883,0.23542004070490313,-2.059995651245117,2.059995651245117,-0.09363616170949797,32
1,17,25,22.0,19.952980041503906,0.257819064359247,-2.0470199584960938,2.0470199584960938,-0.09304635752044255,32
1,19,23,22.0,20.023351669311523,0.43724519692264835,-1.9766483306884766,1.9766483306884766,-0.08984764731094678,32
1,20,20,22.0,22.195009231567383,1.6328062797842806,0.1950092315673828,0.1950092315673828,0.008864055577423965,32
1,21,21,22.0,20.173095703125,1.259231359597073,-1.826904296875,1.826904296875,-0.0830411006288136,32
1,21,19,22.0,22.31712532043457,3.1133364997465516,0.3171253204345703,0.3171253204345703,0.014414786637262894,32
1,21,23,22.0,18.060558319091797,0.48861892043478156,-3.939441680908203,3.939441680908203,-0.1790655228110309,32
1,23,23,22.0,16.06829833984375,0.688115908947575,-5.93170166015625,5.93170166015625,-0.2696227904787936,32
1,22,22,22.0,18.118934631347656,0.9338741291240776,-3.8810653686523438,3.8810653686523438,-0.17641205419274042,32
1,22,18,22.0,22.41050910949707,5.54491122868378,0.4105091094970703,0.4105091094970703,0.01865950412898028,32
1,24,24,22.0,14.042033195495605,0.5543708152947666,-7.9579668045043945,7.9579668045043945,-0.3617257473990294,32
1,24,16,22.0,22.372337341308594,7.931969725460593,0.37233734130859375,0.37233734130859375,0.016924423835644086,32
1,25,15,22.0,22.31437110900879,8.592048503971526,0.31437110900878906,0.31437110900878906,0.01428959521450881,32
1,26,14,22.0,22.284748077392578,8.195001920020163,0.2847480773925781,0.2847480773925781,0.012943093838612921,32
1,28,12,22.0,22.276771545410156,6.72068597820919,0.27677154541015625,0.27677154541015625,0.012580524219528728,32
1,29,11,22.0,22.284727096557617,6.557498958351902,0.2847270965576172,0.2847270965576172,0.012942140164339864,32
1,31,11,22.0,20.625850677490234,5.515864359919822,-1.3741493225097656,1.3741493225097656,-0.062461330002201616,32
1,30,10,22.0,22.316909790039062,6.336528856470052,0.3169097900390625,0.3169097900390625,0.014404989801548758,32
1,12,29,23.0,20.8832950592041,0.33976764765953243,-2.1167049407958984,2.1167049407958984,-0.09203064559848925,32
1,13,28,23.0,20.902402877807617,0.295527205896116,-2.097597122192383,2.097597122192383,-0.0911998709127179,32
1,14,27,23.0,20.920337677001953,0.2856397201452592,-2.079662322998047,2.079662322998047,-0.09042009706860651,32
1,14,31,23.0,16.99515151977539,0.26512834960728643,-6.004848480224609,6.004848480224609,-0.2610803573540979,32
1,15,26,23.0,20.934667587280273,0.2790685225151836,-2.0653324127197266,2.0653324127197266,-0.08979705751837691,32
1,16,25,23.0,20.94902801513672,0.27422284992078383,-2.0509719848632812,2.0509719848632812,-0.08917269111698217,32
1,17,24,23.0,20.961166381835938,0.31483941072895166,-2.0388336181640625,2.0388336181640625,-0.08864493606604897,32
1,18,23,23.0,20.997634887695312,0.41143807764692103,-2.0023651123046875,2.0023651123046875,-0.08705934892371037,32
1,19,22,23.0,21.052671432495117,0.5528986228185451,-1.9473285675048828,1.9473285675048828,-0.08466645577558378,32
1,19,20,23.0,23.14828109741211,1.3687673680976107,0.14828109741210938,0.14828109741210938,0.006447003955004583,32
1,20,21,23.0,21.132017135620117,1.027433184447187,-1.8679828643798828,1.8679828643798828,-0.08121664274622782,32
1,20,19,23.0,23.266830444335938,2.562594878485999,0.2668304443359375,0.2668304443359375,0.011601323162374536,32
1,21,18,23.0,23.393510818481445,4.9263873121267165,0.3935108184814453,0.3935108184814453,0.017109165277055652,32
1,23,16,23.0,23.398717880249023,8.128601481872048,0.39871788024902344,0.39871788024902344,0.017335559257107138,32
1,24,15,23.0,23.3402099609375,8.876829899519803,0.3402099609375,0.3402099609375,0.014791736788946226,32
1,25,14,23.0,23.29657554626465,8.68045479564222,0.29657554626464844,0.29657554626464844,0.012894588407393914,32
1,26,13,23.0,23.290546417236328,8.022720159597318,0.2905464172363281,0.2905464172363281,0.012632452374081555,32
1,27,12,23.0,23.28126335144043,7.173587061535686,0.2812633514404297,0.2812633514404297,0.012228840835286471,32
1,29,10,23.0,23.290496826171875,6.545925733295233,0.290496826171875,0.290496826171875,0.012630296240938206,32
1,31,10,23.0,21.633350372314453,5.503422589843884,-1.3666496276855469,1.3666496276855469,-0.059419546446347844,32
1,30,9,23.0,23.323909759521484,6.322241243505808,0.3239097595214844,0.3239097595214844,0.014083032410367477,32
1,11,29,24.0,21.880910873413086,0.3806684882601979,-2.119089126586914,2.119089126586914,-0.08829537659548073,32
1,13,27,24.0,21.914997100830078,0.33866446759535657,-2.085002899169922,2.085002899169922,-0.08687511717895019,32
1,13,31,24.0,17.98770523071289,0.301690168284507,-6.012294769287109,6.012294769287109,-0.25051227161561823,32
1,16,24,24.0,21.95740509033203,0.3333437378289685,-2.0425949096679688,2.0425949096679688,-0.0851081176899938,32
1,17,23,24.0,21.976604461669922,0.39112147308171974,-2.023395538330078,2.023395538330078,-0.08430814391758058,32
1,18,22,24.0,22.02842140197754,0.536191601287739,-1.971578598022461,1.971578598022461,-0.0821491048280565,32
1,18,20,24.0,24.113981246948242,1.1101761998933413,0.11398124694824219,0.11398124694824219,0.004749218424959323,32
1,19,21,24.0,22.09733772277832,0.8337871047942711,-1.9026622772216797,1.9026622772216797,-0.07927759158100367,32
1,19,19,24.0,24.212648391723633,2.1850544934948704,0.2126483917236328,0.2126483917236328,0.008860349285970147,32
1,20,22,24.0,20.0787296295166,0.6324596321443724,-3.9212703704833984,3.9212703704833984,-0.1633862586290475,32
1,21,17,24.0,24.444175720214844,7.4104739753735265,0.44417572021484375,0.44417572021484375,0.018507320904480117,32
1,22,16,24.0,24.431472778320312,8.69559455572766,0.4314727783203125,0.4314727783203125,0.017978031680928368,32
1,23,15,24.0,24.36761474609375,9.031027869032252,0.36761474609375,0.36761474609375,0.015317280449019564,32
1,24,14,24.0,24.31967544555664,9.052084492695581,0.3196754455566406,0.3196754455566406,0.013319809676534622,32
1,25,13,24.0,24.30184555053711,8.52731910973292,0.3018455505371094,0.3018455505371094,0.012576897415008831,32
1,26,12,24.0,24.293764114379883,7.683926562882319,0.2937641143798828,0.2937641143798828,0.012240170922487996,32
1,27,11,24.0,24.28082275390625,6.844262116791635,0.28082275390625,0.28082275390625,0.0117009475918876,32
1,29,9,24.0,24.296266555786133,6.534371375722687,0.2962665557861328,0.2962665557861328,0.012344439310070562,32
1,31,9,24.0,22.64021873474121,5.4805645439566355,-1.359781265258789,1.359781265258789,-0.05665755035838494,32
1,30,8,24.0,24.332252502441406,6.2806689275169845,0.33225250244140625,0.33225250244140625,0.013843853691564689,32
1,10,29,25.0,22.88279914855957,0.41727674688640537,-2.1172008514404297,2.1172008514404297,-0.08468803067009596,32
1,11,30,25.0,20.881805419921875,0.3737742318382313,-4.118194580078125,4.118194580078125,-0.16472777661401392,32
